"age","api","pho","bel","lin","lgr","lam","lir","lst","lpi","pbd","bch",".row"
40,110,"RENT",0,"EDUCATION","B",20,10.38,0,0.18,"N",16,19568
41,110.496,"RENT",3,"HOMEIMPROVEMENT","A",20,6.91,0,0.18,"N",16,19569
37,108,"RENT",0,"HOMEIMPROVEMENT","E",20,16.32,1,0.19,"N",15,19570
37,120,"RENT",4,"VENTURE","C",20,13.47,0,0.17,"Y",11,19571
36,130,"RENT",11,"EDUCATION","E",20,11.11,0,0.15,"Y",14,19572
39,23,"OWN",6,"MEDICAL","A",6.4,8.9,0,0.28,"N",14,19573
41,150,"RENT",13,"PERSONAL","F",20,19.47,0,0.13,"N",15,19574
39,150,"RENT",0,"HOMEIMPROVEMENT","B",20,10.08,0,0.13,"N",17,19575
45,23,"OWN",2,"PERSONAL","A",7,7.29,0,0.3,"N",15,19576
40,23.004,"OWN",2,"MEDICAL","A",7.75,7.88,0,0.34,"N",16,19577
36,23.004,"OWN",0,"VENTURE","B",12,11.48,0,0.52,"N",11,19578
40,14.4,"RENT",0,"MEDICAL","B",1,9.25,0,0.07,"N",11,19579
41,23.396,"OWN",5,"HOMEIMPROVEMENT","B",10,10.38,0,0.43,"N",16,19580
47,18,"RENT",0,"HOMEIMPROVEMENT","D",1,14.84,1,0.06,"Y",16,19581
38,48.384,"RENT",4,"MEDICAL","D",19,14.96,1,0.39,"Y",16,19582
38,23.868,"MORTGAGE",0,"HOMEIMPROVEMENT","B",7.75,12.53,1,0.32,"N",14,19583
36,24,"MORTGAGE",18,"VENTURE","B",6.2,10.65,0,0.26,"N",16,19584
37,103,"RENT",3,"DEBTCONSOLIDATION","A",18.55,7.88,0,0.18,"N",12,19585
38,24,"MORTGAGE",6,"DEBTCONSOLIDATION","A",1.5,6.03,0,0.06,"N",16,19586
42,150,"RENT",19,"MEDICAL","C",18.4,11.11,0,0.12,"N",17,19587
38,40,"RENT",4,"EDUCATION","B",18.225,12.42,1,0.46,"N",17,19588
42,45,"RENT",1,"DEBTCONSOLIDATION","B",18.2,10.83,1,0.4,"N",14,19589
37,58,"RENT",9,"MEDICAL","B",18.2,10.99,1,0.31,"N",11,19590
41,24,"MORTGAGE",5,"MEDICAL","A",1.5,11.11,0,0.06,"N",15,19591
43,36.48,"RENT",0,"PERSONAL","B",18,11.71,1,0.49,"N",16,19592
37,43.2,"RENT",5,"VENTURE","B",18,8.88,1,0.42,"N",16,19593
43,50,"RENT",6,"PERSONAL","C",18,14.35,1,0.36,"N",16,19594
45,24,"MORTGAGE",0,"VENTURE","C",4,13.49,0,0.17,"N",13,19595
45,48.5,"RENT",7,"MEDICAL","C",18,13.85,1,0.37,"Y",15,19596
40,55,"RENT",14,"HOMEIMPROVEMENT","A",18,7.88,1,0.33,"N",14,19597
39,70,"RENT",3,"PERSONAL","B",18,11.14,0,0.26,"N",14,19598
39,73.5,"RENT",1,"EDUCATION","C",18,11.11,0,0.24,"Y",15,19599
36,24,"OWN",5,"VENTURE","C",4,14.72,0,0.17,"Y",15,19600
38,77,"RENT",9,"VENTURE","B",18,10.65,0,0.23,"N",11,19601
43,62.9,"RENT",22,"MEDICAL","D",18,17.27,1,0.24,"Y",14,19602
38,81,"RENT",7,"DEBTCONSOLIDATION","B",18,10.59,0,0.22,"N",16,19603
36,82,"RENT",12,"HOMEIMPROVEMENT","C",18,13.22,0,0.22,"N",17,19604
48,82.5,"RENT",4,"HOMEIMPROVEMENT","A",18,7.51,0,0.22,"N",16,19605
47,24,"MORTGAGE",4,"HOMEIMPROVEMENT","D",5.1,11.11,0,0.21,"Y",16,19606
40,85,"RENT",5,"HOMEIMPROVEMENT","B",18,11.48,0,0.21,"N",13,19607
43,90,"RENT",9,"MEDICAL","C",18,13.11,0,0.2,"N",12,19608
36,125,"RENT",0,"HOMEIMPROVEMENT","B",18,11.11,0,0.14,"N",11,19609
36,130,"RENT",0,"MEDICAL","B",18,11.71,0,0.14,"N",14,19610
44,24,"OWN",5,"EDUCATION","D",5,14.74,0,0.21,"Y",15,19611
36,24,"MORTGAGE",2,"DEBTCONSOLIDATION","A",1.5,9.63,0,0.06,"N",16,19612
50,85,"RENT",1,"HOMEIMPROVEMENT","C",17.5,13.49,0,0.21,"N",17,19613
38,51,"RENT",3,"HOMEIMPROVEMENT","B",17,10.38,1,0.33,"N",11,19614
49,70,"RENT",4,"EDUCATION","B",17,11.71,0,0.24,"N",16,19615
46,72.194,"RENT",8,"PERSONAL","B",17,8.88,0,0.24,"N",15,19616
42,75,"RENT",6,"MEDICAL","A",17,7.9,0,0.23,"N",15,19617
40,95,"RENT",0,"PERSONAL","B",17,10,0,0.18,"N",15,19618
49,86.4,"RENT",7,"PERSONAL","A",16.875,7.51,0,0.2,"N",14,19619
37,25,"OWN",8,"VENTURE","C",10.625,13.06,0,0.42,"Y",12,19620
36,25,"MORTGAGE",4,"MEDICAL","A",11.5,7.29,0,0.46,"N",12,19621
38,47,"RENT",4,"DEBTCONSOLIDATION","A",16.5,7.9,1,0.35,"N",16,19622
43,25,"MORTGAGE",10,"EDUCATION","B",10,9.62,0,0.4,"N",17,19623
36,72,"RENT",5,"VENTURE","C",16.5,13.61,0,0.23,"N",11,19624
48,92,"RENT",6,"DEBTCONSOLIDATION","B",16.5,12.69,0,0.18,"N",15,19625
36,36,"RENT",7,"PERSONAL","A",16,8.9,1,0.44,"N",17,19626
44,36,"RENT",0,"PERSONAL","B",16,11.49,1,0.44,"N",13,19627
39,43.68,"RENT",9,"MEDICAL","B",16,11.11,1,0.37,"N",16,19628
41,45,"RENT",2,"MEDICAL","C",16,12.99,1,0.36,"N",14,19629
36,25,"MORTGAGE",0,"HOMEIMPROVEMENT","B",3,8.7,0,0.12,"N",12,19630
36,44,"RENT",4,"DEBTCONSOLIDATION","C",16,14.65,1,0.36,"N",11,19631
50,50,"RENT",1,"PERSONAL","A",16,7.9,1,0.32,"N",17,19632
36,25.2,"MORTGAGE",0,"EDUCATION","C",8.7,12.23,1,0.35,"Y",14,19633
42,54,"RENT",4,"DEBTCONSOLIDATION","C",16,12.87,1,0.3,"Y",14,19634
38,60,"RENT",0,"VENTURE","C",16,13.22,0,0.27,"N",14,19635
37,25.7,"MORTGAGE",5,"EDUCATION","D",1.6,11.11,0,0.06,"N",14,19636
39,65,"RENT",4,"HOMEIMPROVEMENT","B",16,11.83,0,0.25,"N",16,19637
39,67,"RENT",6,"VENTURE","B",16,10.99,0,0.24,"N",16,19638
39,70,"RENT",8,"MEDICAL","A",16,7.9,0,0.23,"N",14,19639
40,70,"RENT",2,"DEBTCONSOLIDATION","B",16,11.99,0,0.23,"N",12,19640
48,71.004,"RENT",5,"PERSONAL","B",16,9.25,0,0.23,"N",17,19641
49,69,"RENT",0,"HOMEIMPROVEMENT","D",16,14.96,1,0.23,"Y",12,19642
38,25,"RENT",1,"EDUCATION","A",1,8,0,0.04,"N",16,19643
37,26,"OWN",2,"MEDICAL","A",6,8.59,0,0.23,"N",12,19644
36,27.6,"RENT",0,"EDUCATION","B",1,11.49,0,0.04,"N",12,19645
41,28.8,"RENT",2,"EDUCATION","C",1,11.11,0,0.03,"N",13,19646
46,35,"RENT",1,"VENTURE","A",1,7.9,0,0.03,"N",12,19647
41,26.4,"MORTGAGE",1,"PERSONAL","D",10.3,16.29,1,0.39,"Y",14,19648
45,38.4,"RENT",4,"DEBTCONSOLIDATION","C",1,14.72,0,0.03,"Y",12,19649
40,39.96,"RENT",0,"EDUCATION","C",1,15.23,0,0.03,"Y",14,19650
37,44,"RENT",14,"EDUCATION","A",1,5.42,0,0.02,"N",13,19651
38,61,"RENT",0,"PERSONAL","B",1,9.45,0,0.02,"N",17,19652
41,26.4,"MORTGAGE",4,"DEBTCONSOLIDATION","B",6,12.21,1,0.23,"N",16,19653
44,26.5,"MORTGAGE",5,"DEBTCONSOLIDATION","A",6.2,6.03,0,0.23,"N",16,19654
45,26.748,"OWN",8,"MEDICAL","A",4,7.88,0,0.15,"N",12,19655
36,26.88,"OWN",0,"MEDICAL","A",4.5,7.66,0,0.17,"N",11,19656
36,16.8,"RENT",2,"PERSONAL","C",1.2,13.06,0,0.07,"N",15,19657
39,18.3,"RENT",0,"DEBTCONSOLIDATION","D",1.2,14.74,1,0.07,"Y",11,19658
36,29,"RENT",9,"MEDICAL","B",1.2,12.42,0,0.04,"N",15,19659
36,27,"OWN",4,"HOMEIMPROVEMENT","A",6,7.14,0,0.22,"N",15,19660
41,57,"RENT",3,"PERSONAL","D",1.2,15.99,0,0.02,"Y",12,19661
45,27.012,"MORTGAGE",20,"PERSONAL","A",6,5.99,1,0.22,"N",13,19662
40,27.04,"MORTGAGE",7,"EDUCATION","B",6.925,9.99,0,0.26,"N",15,19663
39,27.04,"MORTGAGE",0,"HOMEIMPROVEMENT","A",4.8,8.59,0,0.18,"N",17,19664
38,37.5,"RENT",0,"VENTURE","A",1.375,6.91,0,0.04,"N",11,19665
38,27.5,"MORTGAGE",5,"MEDICAL","C",4.7,13.92,0,0.17,"N",13,19666
37,26.4,"RENT",5,"EDUCATION","A",1.5,6.91,0,0.06,"N",17,19667
41,27.34,"RENT",7,"DEBTCONSOLIDATION","C",1.5,12.99,0,0.05,"Y",15,19668
48,29.004,"RENT",6,"MEDICAL","A",1.5,7.51,0,0.05,"N",15,19669
42,30.132,"RENT",4,"VENTURE","C",1.5,12.98,0,0.05,"Y",14,19670
40,30.996,"RENT",2,"MEDICAL","C",1.5,13.72,1,0.05,"Y",14,19671
50,29,"RENT",1,"PERSONAL","B",1.5,10.39,1,0.05,"N",15,19672
42,35.004,"RENT",12,"MEDICAL","A",1.5,7.37,0,0.04,"N",12,19673
41,35.4,"RENT",11,"VENTURE","C",1.5,12.87,0,0.04,"Y",14,19674
43,28,"MORTGAGE",4,"HOMEIMPROVEMENT","D",6.25,11.11,1,0.22,"Y",13,19675
41,32.004,"RENT",2,"HOMEIMPROVEMENT","D",1.5,14.74,1,0.05,"N",17,19676
48,33.5,"RENT",1,"HOMEIMPROVEMENT","D",1.5,14.74,1,0.04,"N",11,19677
36,28,"MORTGAGE",1,"VENTURE","D",3.075,15.62,1,0.11,"Y",12,19678
39,39,"RENT",7,"DEBTCONSOLIDATION","B",1.5,10.36,1,0.04,"N",16,19679
40,49.788,"RENT",1,"DEBTCONSOLIDATION","A",1.5,9.32,0,0.03,"N",16,19680
45,52,"RENT",0,"MEDICAL","A",1.5,8.94,0,0.03,"N",13,19681
44,28,"OWN",0,"VENTURE","A",3.5,8.94,0,0.13,"N",12,19682
48,28,"MORTGAGE",7,"HOMEIMPROVEMENT","A",7.5,7.74,0,0.27,"N",16,19683
41,55,"RENT",3,"VENTURE","A",1.5,5.99,0,0.03,"N",15,19684
41,63,"RENT",1,"PERSONAL","A",1.5,8,0,0.02,"N",17,19685
45,74.6,"RENT",2,"MEDICAL","C",1.5,13.61,0,0.02,"N",13,19686
38,80,"RENT",0,"EDUCATION","B",1.5,11.49,0,0.02,"N",16,19687
36,89.004,"RENT",2,"PERSONAL","B",1.5,11.36,0,0.02,"N",14,19688
40,90,"RENT",1,"EDUCATION","C",1.5,14.27,0,0.02,"Y",14,19689
37,28.5,"MORTGAGE",6,"EDUCATION","A",1.8,6.76,0,0.06,"N",12,19690
42,14,"RENT",0,"EDUCATION","C",1.7,13.16,0,0.12,"Y",13,19691
44,27,"RENT",5,"EDUCATION","A",1.7,6.99,0,0.06,"N",15,19692
39,28.65,"MORTGAGE",1,"MEDICAL","B",8,10.37,0,0.28,"N",14,19693
37,44,"RENT",0,"PERSONAL","B",1.7,10.59,1,0.04,"N",17,19694
40,19.2,"RENT",2,"VENTURE","B",1.8,11.99,0,0.09,"N",13,19695
37,27,"RENT",0,"MEDICAL","B",1.8,11.36,0,0.07,"N",11,19696
36,45,"RENT",3,"DEBTCONSOLIDATION","C",1.8,14.27,0,0.04,"Y",15,19697
36,28.8,"OWN",0,"HOMEIMPROVEMENT","B",5.375,11.11,0,0.19,"N",13,19698
39,44,"RENT",11,"MEDICAL","D",1.8,14.91,1,0.04,"N",17,19699
37,28.8,"MORTGAGE",3,"VENTURE","A",4,6.54,0,0.14,"N",17,19700
37,50.4,"RENT",9,"VENTURE","A",1.8,8.9,0,0.04,"N",11,19701
37,51,"RENT",5,"DEBTCONSOLIDATION","A",1.8,7.51,0,0.04,"N",14,19702
49,28.8,"MORTGAGE",5,"MEDICAL","A",12,11.11,0,0.42,"N",16,19703
43,11.34,"RENT",4,"EDUCATION","C",1.95,11.11,1,0.17,"N",11,19704
42,40,"RENT",6,"DEBTCONSOLIDATION","B",1.95,11.86,0,0.05,"N",17,19705
36,90,"RENT",6,"DEBTCONSOLIDATION","B",1.95,12.42,0,0.02,"N",15,19706
37,29,"MORTGAGE",8,"DEBTCONSOLIDATION","B",7.75,11.11,0,0.27,"N",16,19707
48,15,"RENT",4,"DEBTCONSOLIDATION","C",2,12.84,0,0.13,"Y",14,19708
47,18,"RENT",4,"EDUCATION","A",2,7.29,0,0.11,"N",11,19709
39,18.996,"RENT",5,"EDUCATION","A",2,7.88,0,0.11,"N",12,19710
45,19.2,"RENT",0,"VENTURE","A",2,8.49,0,0.1,"N",12,19711
48,19.632,"RENT",19,"PERSONAL","C",2,13.47,0,0.1,"Y",12,19712
43,29.004,"OWN",3,"MEDICAL","A",5,7.88,0,0.17,"N",11,19713
42,20.4,"RENT",4,"PERSONAL","F",2,20.99,0,0.1,"Y",13,19714
46,29.004,"MORTGAGE",4,"PERSONAL","B",10,11.58,0,0.34,"N",11,19715
39,24,"RENT",0,"MEDICAL","B",2,10.99,0,0.08,"N",11,19716
39,29.28,"OWN",0,"VENTURE","A",1.8,7.37,0,0.06,"N",11,19717
36,29.5,"OWN",4,"VENTURE","B",1.25,11.83,0,0.04,"N",15,19718
44,25.209,"RENT",6,"MEDICAL","C",2,11.11,0,0.08,"Y",13,19719
37,26.5,"RENT",11,"EDUCATION","C",2,13.16,0,0.08,"Y",16,19720
39,28.5,"RENT",1,"VENTURE","B",2,11.11,0,0.07,"N",14,19721
48,30,"MORTGAGE",21,"HOMEIMPROVEMENT","B",2.1,12.42,0,0.07,"N",14,19722
44,102,"RENT",9,"MEDICAL","A",15,8.94,0,0.15,"N",12,19723
46,102,"RENT",0,"PERSONAL","C",15,13.22,0,0.15,"Y",17,19724
44,108,"RENT",2,"MEDICAL","C",15,13.57,0,0.14,"N",12,19725
37,30,"OWN",13,"EDUCATION","D",4.8,16.29,0,0.16,"N",11,19726
36,120,"RENT",4,"HOMEIMPROVEMENT","C",15,12.99,0,0.13,"Y",15,19727
36,122,"RENT",2,"HOMEIMPROVEMENT","A",15,11.11,0,0.12,"N",17,19728
37,63,"RENT",1,"DEBTCONSOLIDATION","A",14.9,9.63,0,0.24,"N",13,19729
37,48,"RENT",0,"DEBTCONSOLIDATION","B",14.725,11.11,1,0.31,"N",11,19730
36,30.123,"RENT",5,"MEDICAL","C",2,14.26,0,0.07,"Y",12,19731
41,32.496,"RENT",4,"EDUCATION","B",2,10.99,1,0.06,"N",12,19732
48,32.5,"RENT",0,"VENTURE","D",2,17.27,1,0.06,"N",16,19733
38,33,"RENT",2,"VENTURE","D",2,16.89,1,0.06,"N",14,19734
45,30,"MORTGAGE",5,"MEDICAL","C",1,15.23,0,0.03,"Y",11,19735
43,60,"RENT",5,"DEBTCONSOLIDATION","B",2,12.53,0,0.03,"N",17,19736
44,65,"RENT",16,"MEDICAL","A",2,7.9,0,0.03,"N",14,19737
43,69,"RENT",0,"DEBTCONSOLIDATION","A",2,8.9,0,0.03,"N",17,19738
37,30,"MORTGAGE",15,"HOMEIMPROVEMENT","A",8,11.11,0,0.27,"N",17,19739
43,85,"RENT",2,"PERSONAL","A",2,6.62,0,0.02,"N",14,19740
40,30,"OWN",4,"HOMEIMPROVEMENT","C",5,13.43,0,0.17,"Y",11,19741
38,34.8,"RENT",1,"DEBTCONSOLIDATION","C",2.1,14.72,0,0.06,"N",13,19742
38,9.732,"RENT",9,"EDUCATION","A",2.2,9.63,1,0.23,"N",17,19743
39,34,"RENT",1,"HOMEIMPROVEMENT","D",14,17.58,1,0.41,"N",16,19744
38,30,"RENT",2,"DEBTCONSOLIDATION","C",2.2,11.11,0,0.07,"Y",11,19745
36,54,"RENT",2,"HOMEIMPROVEMENT","C",2.225,10.59,1,0.04,"N",14,19746
39,30,"RENT",3,"DEBTCONSOLIDATION","C",2.3,14.79,0,0.08,"Y",15,19747
46,30,"MORTGAGE",13,"VENTURE","A",3.05,7.88,0,0.1,"N",14,19748
38,22,"RENT",2,"DEBTCONSOLIDATION","C",2.35,14.17,0,0.11,"Y",16,19749
37,40.08,"RENT",7,"MEDICAL","A",2.35,7.88,0,0.06,"N",12,19750
36,13.44,"RENT",2,"EDUCATION","D",2.4,17.49,1,0.18,"Y",11,19751
37,14,"RENT",0,"DEBTCONSOLIDATION","B",2.4,11.11,1,0.17,"N",11,19752
49,15,"RENT",6,"EDUCATION","B",2.4,9.91,1,0.16,"N",17,19753
39,30,"MORTGAGE",14,"MEDICAL","D",7.2,14.96,1,0.24,"Y",11,19754
36,21.996,"RENT",3,"PERSONAL","D",2.4,14.11,0,0.11,"N",11,19755
37,24.5,"RENT",0,"PERSONAL","B",2.4,11.71,0,0.1,"N",11,19756
47,30,"OWN",1,"EDUCATION","C",8,11.11,0,0.27,"N",17,19757
40,35,"RENT",17,"EDUCATION","A",2.4,11.11,0,0.07,"N",16,19758
36,32,"RENT",2,"MEDICAL","E",2.4,18.79,1,0.07,"N",14,19759
36,38.568,"RENT",7,"PERSONAL","E",2.4,18.39,0,0.06,"Y",12,19760
37,45,"RENT",2,"VENTURE","B",2.4,9.91,0,0.05,"N",16,19761
36,57.11,"RENT",5,"EDUCATION","B",2.4,10,0,0.04,"N",15,19762
36,60,"RENT",2,"PERSONAL","A",2.4,5.79,0,0.04,"N",17,19763
37,100,"RENT",0,"DEBTCONSOLIDATION","B",2.4,9.99,0,0.02,"N",16,19764
38,30,"MORTGAGE",8,"PERSONAL","C",10,11.22,0,0.33,"Y",17,19765
44,30.16,"MORTGAGE",4,"PERSONAL","C",7.5,11.11,0,0.25,"N",16,19766
37,30.48,"OWN",1,"MEDICAL","B",1.2,11.99,0,0.04,"N",15,19767
44,100,"RENT",5,"EDUCATION","A",13.5,8.9,0,0.14,"N",17,19768
36,33.481,"RENT",9,"MEDICAL","E",13.475,15.68,1,0.4,"Y",15,19769
39,62.692,"RENT",9,"VENTURE","B",13.2,9.88,0,0.21,"N",11,19770
42,31,"MORTGAGE",5,"VENTURE","B",7.2,11.99,0,0.23,"N",17,19771
40,63,"RENT",2,"HOMEIMPROVEMENT","B",13.05,11.48,0,0.21,"N",15,19772
42,36,"RENT",8,"MEDICAL","C",13,12.73,1,0.36,"Y",16,19773
42,38.4,"RENT",4,"MEDICAL","B",13,11.11,1,0.34,"N",11,19774
38,31.2,"MORTGAGE",6,"VENTURE","C",5.85,13.49,0,0.19,"Y",11,19775
37,31.2,"MORTGAGE",5,"EDUCATION","B",3,9.99,0,0.1,"N",16,19776
45,22.178,"RENT",3,"VENTURE","A",2.5,5.99,0,0.11,"N",11,19777
42,26.568,"RENT",6,"PERSONAL","B",2.5,10.37,0,0.09,"N",14,19778
36,31,"RENT",2,"EDUCATION","A",2.5,8.9,0,0.08,"N",13,19779
42,32.004,"RENT",1,"DEBTCONSOLIDATION","A",2.5,7.49,1,0.08,"N",17,19780
36,36,"RENT",3,"EDUCATION","B",2.5,9.76,0,0.07,"N",15,19781
36,32,"MORTGAGE",7,"EDUCATION","B",5.3,10.65,0,0.17,"N",13,19782
41,32,"MORTGAGE",2,"PERSONAL","C",6,11.11,0,0.19,"N",12,19783
47,48,"RENT",14,"MEDICAL","C",2.5,14.65,0,0.05,"Y",17,19784
37,48,"RENT",0,"PERSONAL","B",2.5,9.62,0,0.05,"N",12,19785
36,32,"MORTGAGE",6,"DEBTCONSOLIDATION","B",12,10.37,0,0.38,"N",11,19786
36,32,"MORTGAGE",9,"EDUCATION","B",5,8.88,0,0.16,"N",13,19787
39,59,"RENT",0,"PERSONAL","F",2.5,18.78,1,0.04,"N",13,19788
36,60.072,"RENT",14,"HOMEIMPROVEMENT","B",2.5,11.49,1,0.04,"N",16,19789
39,68,"RENT",0,"HOMEIMPROVEMENT","A",2.5,7.88,0,0.04,"N",12,19790
47,72,"RENT",5,"VENTURE","D",2.5,15.05,0,0.03,"N",11,19791
38,80,"RENT",9,"PERSONAL","B",2.5,10.99,0,0.03,"N",13,19792
44,117.3,"RENT",3,"MEDICAL","A",2.5,7.29,1,0.02,"N",11,19793
40,24,"RENT",2,"MEDICAL","A",2.8,7.88,0,0.12,"N",14,19794
41,19.2,"RENT",2,"MEDICAL","D",2.95,16.49,1,0.15,"Y",12,19795
36,10.8,"RENT",0,"VENTURE","E",3,16.77,1,0.28,"N",11,19796
48,32.304,"MORTGAGE",22,"MEDICAL","B",15,9.63,0,0.46,"N",17,19797
37,14.4,"RENT",4,"VENTURE","C",3,13.61,1,0.21,"N",17,19798
37,32.4,"OWN",0,"HOMEIMPROVEMENT","D",8,15.99,0,0.25,"N",11,19799
37,17.52,"RENT",1,"VENTURE","A",3,11.11,1,0.17,"N",16,19800
38,18,"RENT",4,"EDUCATION","C",3,13.23,1,0.17,"Y",14,19801
36,32.642,"MORTGAGE",18,"DEBTCONSOLIDATION","B",8.5,11.49,0,0.26,"N",12,19802
41,21,"RENT",0,"MEDICAL","B",3,11.11,0,0.14,"N",15,19803
40,21.6,"RENT",2,"HOMEIMPROVEMENT","D",3,14.09,1,0.14,"Y",13,19804
37,21.6,"RENT",7,"MEDICAL","B",3,12.18,0,0.14,"N",16,19805
47,30,"RENT",6,"PERSONAL","C",3,12.23,0,0.1,"Y",16,19806
36,30,"RENT",14,"MEDICAL","B",3,10.38,0,0.1,"N",11,19807
37,30,"RENT",6,"MEDICAL","C",3,11.03,0,0.1,"N",13,19808
36,31.2,"RENT",9,"PERSONAL","B",3,12.42,0,0.1,"N",12,19809
42,32,"RENT",7,"MEDICAL","A",3,6.99,0,0.09,"N",12,19810
47,30,"RENT",2,"HOMEIMPROVEMENT","C",3,12.99,1,0.1,"N",11,19811
41,37,"RENT",2,"MEDICAL","B",3,11.11,0,0.08,"N",16,19812
40,33,"MORTGAGE",2,"MEDICAL","B",1,11.11,0,0.03,"N",16,19813
39,38.5,"RENT",0,"MEDICAL","B",3,11.11,0,0.08,"N",16,19814
37,40,"RENT",1,"VENTURE","B",3,11.71,0,0.07,"N",15,19815
42,38,"RENT",3,"MEDICAL","E",3,17.56,1,0.08,"N",15,19816
43,46,"RENT",5,"VENTURE","B",3,11.71,0,0.07,"N",17,19817
38,47,"RENT",2,"VENTURE","A",3,11.11,0,0.06,"N",11,19818
39,47.004,"RENT",12,"MEDICAL","B",3,11.49,0,0.06,"N",13,19819
47,33.6,"MORTGAGE",12,"PERSONAL","A",10,5.42,0,0.3,"N",12,19820
37,48,"RENT",8,"EDUCATION","A",3,6.99,0,0.06,"N",14,19821
38,49,"RENT",4,"DEBTCONSOLIDATION","A",3,7.51,0,0.06,"N",13,19822
36,50,"RENT",3,"VENTURE","B",3,11.26,0,0.06,"N",11,19823
37,50,"RENT",1,"VENTURE","B",3,11.58,0,0.06,"N",14,19824
42,33.6,"MORTGAGE",11,"VENTURE","C",5,11.11,0,0.15,"N",11,19825
47,33.888,"MORTGAGE",5,"PERSONAL","A",7,7.49,0,0.21,"N",13,19826
39,50,"RENT",8,"PERSONAL","B",12,11.71,0,0.24,"N",15,19827
36,34,"MORTGAGE",2,"VENTURE","B",5,10.65,0,0.15,"N",11,19828
45,50.4,"RENT",2,"HOMEIMPROVEMENT","C",12,12.87,0,0.24,"Y",13,19829
40,51.5,"RENT",1,"VENTURE","B",12,12.53,0,0.23,"N",15,19830
47,52,"RENT",5,"EDUCATION","B",12,11.99,0,0.23,"N",14,19831
40,53,"RENT",2,"HOMEIMPROVEMENT","A",12,7.88,0,0.23,"N",11,19832
40,54,"RENT",7,"PERSONAL","B",12,10.62,0,0.22,"N",14,19833
45,55,"RENT",17,"VENTURE","B",12,9.91,0,0.22,"N",12,19834
43,34,"MORTGAGE",4,"HOMEIMPROVEMENT","A",9.8,11.11,0,0.29,"N",17,19835
39,49,"RENT",2,"DEBTCONSOLIDATION","D",12,14.59,1,0.24,"N",14,19836
41,55,"RENT",9,"DEBTCONSOLIDATION","B",12,12.53,0,0.22,"N",15,19837
39,34,"MORTGAGE",1,"VENTURE","B",5.2,9.76,0,0.15,"N",16,19838
37,55.2,"RENT",9,"MEDICAL","B",12,11.71,0,0.22,"N",15,19839
46,56.5,"RENT",4,"HOMEIMPROVEMENT","B",12,10.37,0,0.21,"N",14,19840
40,34.56,"MORTGAGE",3,"MEDICAL","B",10,11.11,0,0.29,"N",12,19841
40,53,"RENT",2,"MEDICAL","A",3,9.32,0,0.06,"N",15,19842
43,54,"RENT",0,"DEBTCONSOLIDATION","A",3,8.94,0,0.06,"N",14,19843
37,49,"RENT",2,"DEBTCONSOLIDATION","C",3,11.11,1,0.06,"Y",14,19844
38,34.8,"MORTGAGE",2,"PERSONAL","A",6.25,7.49,0,0.18,"N",16,19845
37,55,"RENT",4,"PERSONAL","B",3,11.11,0,0.05,"N",14,19846
39,55,"RENT",0,"MEDICAL","B",3,10.2,0,0.05,"N",15,19847
40,57,"RENT",1,"EDUCATION","B",3,10,0,0.05,"N",14,19848
42,58.752,"RENT",8,"MEDICAL","B",3,10.01,0,0.05,"N",16,19849
40,54,"RENT",5,"EDUCATION","D",3,16.89,1,0.06,"N",15,19850
36,35,"MORTGAGE",5,"DEBTCONSOLIDATION","A",12,8.9,0,0.34,"N",17,19851
37,60,"RENT",0,"DEBTCONSOLIDATION","C",3,12.53,0,0.05,"Y",11,19852
40,35,"MORTGAGE",6,"VENTURE","B",5.6,10.65,0,0.16,"N",13,19853
36,62,"RENT",13,"EDUCATION","A",3,8.9,0,0.05,"N",12,19854
40,64.2,"RENT",2,"EDUCATION","A",3,7.74,0,0.05,"N",13,19855
37,64.68,"RENT",10,"DEBTCONSOLIDATION","B",3,12.53,0,0.05,"N",14,19856
50,65,"RENT",0,"VENTURE","B",3,10.99,0,0.05,"N",14,19857
36,35,"MORTGAGE",4,"HOMEIMPROVEMENT","D",7.5,16.29,0,0.21,"N",16,19858
38,35,"MORTGAGE",6,"VENTURE","A",4.8,7.51,0,0.14,"N",14,19859
40,69.996,"RENT",6,"MEDICAL","B",3,10.75,0,0.04,"N",15,19860
36,29,"MORTGAGE",5,"EDUCATION","A",4,8.49,1,0.14,"N",13,19861
40,74.5,"RENT",2,"MEDICAL","C",3,14.27,0,0.04,"N",15,19862
44,79.272,"RENT",0,"HOMEIMPROVEMENT","A",3,5.79,0,0.04,"N",11,19863
41,85,"RENT",5,"PERSONAL","C",3,13.49,0,0.04,"N",17,19864
37,88,"RENT",11,"PERSONAL","A",3,7.4,0,0.03,"N",15,19865
39,94,"RENT",1,"EDUCATION","B",3,10.99,0,0.03,"N",16,19866
39,97,"RENT",15,"PERSONAL","B",3,9.25,0,0.03,"N",17,19867
38,35,"MORTGAGE",7,"DEBTCONSOLIDATION","A",13.075,7.29,0,0.37,"N",16,19868
40,35,"MORTGAGE",3,"EDUCATION","B",4,10.37,0,0.11,"N",17,19869
41,35,"MORTGAGE",18,"DEBTCONSOLIDATION","C",1.5,13.06,0,0.04,"N",12,19870
47,65,"RENT",1,"DEBTCONSOLIDATION","C",3.1,13.49,0,0.05,"Y",12,19871
36,50,"RENT",4,"HOMEIMPROVEMENT","C",3.125,13.47,0,0.06,"Y",14,19872
36,53,"RENT",5,"HOMEIMPROVEMENT","C",3.15,15.27,0,0.06,"N",12,19873
